,review_comment_message,review_score,sentimento
52260,Estou entrando com queixa no procom. Não consigo falar com niquem dessa loha,1,negativo
52262,"O produto chegou entes do prazo de entrega. 
Recomendo. ",5,positivo
52263,Muita demora na entrega. ,1,negativo
52267,"Testei e gostei. A escolha dos alimentos, a espessura do corte e o tempo no aparelho influenciam no resultado. Kiwi, mamão, banana, maçã,, morango e uva apresentaram bons resultados. Goiaba não ficou",5,positivo
52273,Recebi bem antes do prazo final. Recomendo a loja.,5,positivo
52275,"Meu produto foi entregue porém está faltando peças, comprei dois jogos de 30 cabides cada e só recebi 28 cabides. Por favor, providenciar entrega do restante.
Aguardo providências.",1,negativo
52281,"Todos os tapetes estavam com as medidas errada.Comprei passadeiras com a medida 2.00 × 0.80,mas veio 1.90 × 0.76. Todos com as medidas erradas. Que lástima. ",1,negativo
52288,Entregue dentro do esperado e produto excelente,5,positivo
52290,Recebi tudo em dia e todos os produtos de boa qualidade!,5,positivo
52293,Melhor compra do ano.,5,positivo
52294,"Produto excelente, e rápida entrega!",5,positivo
52296,Entrega super atrasada,1,negativo
52299,Perfeito,5,positivo
52300,O produto que me entregaram não é o mesmo que mostram na tv.pq não tem nada a ver.,1,negativo
52304,Cumpre com tudo que foi descrito no anúncio..,4,positivo
52306,Produto de excelente qualidade,5,positivo
52308,Entrega super rápida!,5,positivo
52314,"Como sempre, tudo conforme o prometido.",5,positivo
52320,Excelente vendedor. Rápido e eficiente.,5,positivo
52321,"muito maravillosa esta loja produtos de primeira qualidade
",5,positivo
52323,Eu já paguei pelo produto e ele ainda não chegou ,1,negativo
52326,Produto bem embalado e de boa qualidade.,4,positivo
52327,Produto de ótima qualidade e entregue dentro do prazo.,5,positivo
52334,responsabilidade dom o cliente...parabéns.,5,positivo
52336,PARABÉNS! CHEGOU BEM ANTES DO PRAZO PREVISTO E O PRODUTO É MUITO BOM! ,5,positivo
52339,Porém chegou sem as baterias.,5,positivo
52343,eu pedi o cancelamento na mesma hora e mesmo a assim mandaram para o correio só quero estorno o brigador ,1,negativo
52344,Produto chegou bem antes do prazo.,5,positivo
52347,"O produto chegou exatamente como o combinado, eu recomendo!",5,positivo
52349,Bolsa linda e material muito bom. Fiquei muito satisfeita. Super recomendo. ,5,positivo
52360,"embora tenha recebido o termômetro de forno, o mesmo é muito diferente da foto apresentado. 
Mesmo tendo a informação q as imagens são ilustrativas, sugiro q sejam mais fiéis ao q estão 
vendendo. ",2,negativo
52364,"O tapete é lindo, minha bebê amou!",4,positivo
52366,"Recebi o que esperava e antes do prazo.
Parabéns a toda equipe da lannister!",5,positivo
52367,não recomendaria pois não estou com o meu produto e a loja não fez nada pelo seu cliente,1,negativo
52368,Produto conforme anunciado.,4,positivo
52369,"Adorei fazer essa compra, chegou antes do prazo recomendo.",5,positivo
52370,Fiz a compra e no app da loja o produto ficou de emitir a nota fiscal e o que nunca foi feito.,1,negativo
52373,"O produto foi entregue super rápido, bem antes da data prevista.",5,positivo
52374,Entrega antes do prazo estimado,5,positivo
52375,"Recebi somente 1 jogo de lençol, sendo paguei por 2. Liguei para a loja e ficaram de me dar um retorno na segunda-feira. Espero que seja resolvido, pois ao contrario tomarei providencia",1,negativo
52379,Gostei do produto. ,5,positivo
52380,"Recebi um e-mail de que não enviariam pois não tem o produto em estoque, mas estornariam o dinheiro.. porém veio a cobrança no meu cartão da primeira parcela, como vamos resolver?",1,negativo
52386,"Site confiável, entrega foi realizada antes do prazo máximo.",5,positivo
52390,Tudo certo,5,positivo
52393,"Só não gostei porque não vem manual de instruções,Deveria vir explicando pra quais áreas do corpo devem ser usadas, obrigada",5,positivo
52396,Amei meu produto,5,positivo
52397,O produto não chegou está muito atrasado. Pessima essa loja,1,negativo
52399,"Foi entregue, mas produto muito aquem do solicitado. 
Veio a medida muito pequeno, no site de venda o ideal seria ter um link demonstrativo de; P, M, G e GG.
Att;
Laudenir Carvalho
",4,positivo
52400,muito satisfeito ,5,positivo
52401,entrega correta deste produto,4,positivo
52402,Veio totalmente te diferente do que foi pedido.,1,negativo
52408,"recebi o produto antes mesmo do prazo, porem o mesmo não funciona.",1,negativo
52410,"Entrega dentro do prazo, recomendo",4,positivo
52415,Gostaria de sabe o que aconteceu com meu produto estou desepicionada com as lojas lannister.Preciso urgente de uma posição da loja pois a primeira prestação no cartão está sendo paga.,2,negativo
52421,Demorou demai a entrega 1 mes para entregar quando o przo dado foram 17 dias. nao gostei! Ainda estou esperando a entrega.,1,negativo
52426,"Produto testado e aprovado muito obrigado e meus cumprimentos a entrega no prazo ....
Respeito e responsabilidade no ato da entrega...",5,positivo
52427,"Produto de ótima qualidade, recomendo!",5,positivo
52428,"Produto entregue mas não o que de fato comprei, destarte considero não entregue. Funko errado, coleção errada e caixa parecendo bagaço de cana de tão surrada. Informo ainda que há solicitação aberta.",1,negativo
52432,Já faz mais de 30 dias que o produto foi comprado e ainda não o recebi.,1,negativo
52435,"Não gostei do acabamento. Nem do bordado.
Poderia ter sido trabalhado melhor.",2,negativo
52436,Já passou o prazo e o produto não chegou,1,negativo
52438,Gostei muito do produto e da logística. ,5,positivo
52440,"O produto foi apenas testado e está funcionando. Espero que com o uso contínuo,no alto verão, ele corresponda as minhas expectativas.",5,positivo
52444,"Película menor do que a tela do celular
",1,negativo
52447,entregue no prazo,5,positivo
52448,Ótimo.,5,positivo
52449,Pedido entregue sem restrições e sem atraso.,5,positivo
52450,bom,5,positivo
52454,produto entregue ok,4,positivo
52460,"Comprei uma capa e uma película de vidro, a película veio sem cola, eu comuniquei no dia em que chegou, me deram um prazo de 2 dias pra entrar em contato comigo pra resolver e nem entraram em contato ",1,negativo
52463,"Recebi meu produto e está quebrado. Não consigo devolver pq o site das Américas não deixa.
Preciso de um retorno",2,negativo
52466,Ótimo produto!,5,positivo
52468,Top,5,positivo
52471,00,1,negativo
52476,produto entregue no prazo ainda em avaliação,4,positivo
52477,Era o que prescisava,5,positivo
52479,"Tudo ótimo, produto de qualidade e prazo cumprido antes do previsto. Recomendo a loja e o produto.",5,positivo
52480,"Ótimo material, entregue no prazo... perfeito... obrigado",4,positivo
52481,Aguardo receber o produto,2,negativo
52492,Muito satisfeito a minha mulher adorou,5,positivo
52497,PRODUTO DE ÓTIMA QUALIDADE CHEGOU BEM EMBALADO E DENTRO DO PRAZO .,5,positivo
52499,produto entregue dentro do prazo,5,positivo
52501,Gostei,5,positivo
52502,"Esperei o prazo de 18 dias úteis para entregar o produto na cor errada. Tive que solicitar a devolução, ainda estou aguardando o processamento do estorno",1,negativo
52503,Muito boa compra em todos sentidos.,4,positivo
52504,"Recebi o produto errado,pedi gotas e veio comprimido",1,negativo
52509,sempre gostei de efetuar compra na lojas lannister,5,positivo
52510,"Essa máquina é maravilhosa Ela é silenciosa, completa demais (vem com 4 bobininhas, um kit de agulha, entre outros). Muito fácil de mexer e é linda! O pessoal da Janome está de parabéns! Obrigada!!!",5,positivo
52512,Recebi tudo em ordem e no prazo estabelecido!!!,5,positivo
52514,"Gostei muito,e chegou rápido",5,positivo
52515,"Informo que até o presente momento não recebi a compra do dia 20/02 com prazo para entrega no dia 21/03. Informo ainda que me sinto extremamente lesado, tendo em vista que o mesmo serviria de presente",1,negativo
52521,"Muito rápida a entrega.
O produto veio exatamente conforme esperado.",5,positivo
52522,ótimo produto dentro das expectativas.,4,positivo
52527,Recebi o produto no prazo. ,5,positivo
52533,Sempre compro pois é muito confiável produtos no prazo,5,positivo
52536,Gostaria de saber se vai entregar ainda ,1,negativo
52537,O item enviado diverge do solicitado (capa de celular) e apresenta avaria na película e na capa ,1,negativo
52540,"Entrega bem antes do previsto, ótima.",5,positivo
52542,Adoro lannister impecável sempre,5,positivo
52545,"O site não informa que o produto só funciona no Android, sendo Incompatível com o Iphone via bluetooth. Tem que comprar o modelo mais caro com wi-fi se quiser usar com o Iphone.",2,negativo
52546,Prazo longo e ainda atraso na entrega. Até o momento não recebi o produto e não tenho uma satisfação do que realmente está havendo. Segundo correio o produto ainda não chegou ao destino.,1,negativo
52547,"não recebi a encomenda descrita, encomendei a esquerda e veio a direita, sendo que estava descrito no titulo ""Esquerda""",1,negativo
52548,Muito bom.,5,positivo
52549,Comprei dois kit para maquiagem chegou apenas um. Recomendo muito sempre comprei nas lannister sempre chegou certo primeira vez que não veio certo,1,negativo
52550,"Produto veio adequadamente embalado. Poderia chegar mais rápido - demora demais, mas conforme prometido. ",5,positivo
52557,"Bons produtos
",5,positivo
52558,O anel ficou apertado teria que ser um número maior. Como faço para trocar..,4,positivo
52560,"Ótimo chegou no tempo estimado , super moderno.",5,positivo
52561,Ótimo produto recomendo chegou bem antes do prazo,5,positivo
52563,Produto entregue dentro do prazo ,5,positivo
52565,"O prazo de entrega é enorme. Não voltarei a comprar, pois recebi 17 dias depois do pedido ter sido recebido (vocês terem reconhecido o pagamento).",2,negativo
52568,"site excelente , confiável",4,positivo
52569,o material do produto é de qualidade inferior ao esperado.,2,negativo
52570,"Não deviam dizer que tinham o produto 
",1,negativo
52572,Produto bom prazo de entrega ótimo ,5,positivo
52573,"assim que fiz o pedido observei que tinha pedido o produto errado e na mesma hora pedi o cancelamento do pedido mas ñ tive resposta da targaryen, ja fiz mas de 10 pedidos de devolução mas eles ñ respondem",1,negativo
52581,Entrega antes do prazo...👍👍👍👍,5,positivo
52582,"produto como no anuncio, bom vendedor
",4,positivo
52588,"tudo certo, sem problemas
",4,positivo
52591,Produto entregue antes da data e tudo certinho,5,positivo
52605,A qualidade da bolsa deve melhorar.,2,negativo
52610,"O produto foi entregue no prazo, o guarda chuva é excelente com muita qualidade.",5,positivo
52611,"Gostei do produto e da loja ,já fiz várias compras sempre vem antes do prazo e do jeito da demonstração ,recomendo.",5,positivo
52617,"Resistente, pratica e linda!
Meu filho adorou!",5,positivo
52621,Eu não recebi a bolsa alguém pode me ajudar ,1,negativo
52622,Adorei o produto. Muito bom mesmo.,5,positivo
52623,tudo ok !,5,positivo
52625,"TEM 40 DIAS QUE COMPREI 2 CADEIRAS 1 ROSA E 1 AZUL, NO DIA 13/03/2018 FOI ME ENTREGUE APENAS UM VOLUME CONSTANDO SOMENTE A CEDEIRA ROSA E A NOTA FISCAL PREGADA NO VOLUME CONSTANDO AS 2 CADEIRAS.",1,negativo
52630,"Estou totalmente insatisfeito com a compra do produto que ainda não chegou!
Já paguei a primeira prestação do relógio, estou quase pagando a segunda, sem ter o produto! ",1,negativo
52633,"Sempre recomendo as Lojas lannister , Pontualidade e respeito com os clientes.",5,positivo
52634,Tudo ok,4,positivo
52640,"Conforme anuncio, comprei ""creatina universal 200gr+200gr"", porém veio somente um pote de 200gr e uma ""coqueteleira"", estou aguardando o outro pote com 200gr...",1,negativo
52647,MARAILHOSO,5,positivo
52653,PREÇO EXORBITANTE. Me arrependi amargamente.,1,negativo
52656,Até o momento não te hoje informação do produto e TB sem resposta dos e-mails que passri,1,negativo
52657,Ainda não recebi ! Está demorando muito ,1,negativo
52659,Pensei que seria entregue antes do prazo mas nenhuma coisa nenhuma outra,1,negativo
52660,"Recomendo essa loja, produto?chegou bem antes do esperado. ",5,positivo
52664,Fiz pedido de 02 jogos de toalhas e chegou apenas 01 jogo!,1,negativo
52669," Não fiquei satisfeita com o acontecido , espero solução ",1,negativo
52672,Nao recebino produto,1,negativo
52676,"Achei o material um pouco áspero e a touca apertada e pequena, para quem tem o cabelo grande ou volumoso vai amassar muito",4,positivo
52677,"A entrega foi tão rápido ,que quase não havia fechado o pedido e já estava o correio a porta da minha casa para entrega !Recebi o que comprei,produto totalmente do jeito que esperava ! ",5,positivo
52678,"Fiz a compra e o prazo estipulado era de 17 dias, previsto para o dia 09/04, porém chegou dia 28/03, muito rápido! O relógio veio dentro da caixinha, com certificado de garantia e manual. ",5,positivo
52679,Produto entregue mais rápido doq esperado,5,positivo
52684,Continuar sempre assim muito obrigado ,5,positivo
52687,Ainda não recebi o produto ,1,negativo
52688,Tudo como combinado.. estão de parabéns ,5,positivo
52689,"Foi muito bom, dentro das minhas expectativas. Vendedor entregou o produto antes do prazo final, bem embalado, produto correto com nota fiscal, tudo certinho. Está de parabéns.",5,positivo
52690,"Produto top pra quem que apaixonado por fazer drinks, recomendo o produto e a loja tbm que entregou no até antes do prazo.",4,positivo
52691,"O PRAZO DEVERIA SER MENOR, TEM LOJAS QUE ENTREGAM EM 5 DIAS ",4,positivo
52693,"ENTREGUE ANTES DO PRAZO, GOSTEI",5,positivo
52701,Muito bom entregou antes do prazo,5,positivo
52702,Foi cumprido o que eu queria.,5,positivo
52703,"Excelente vendedor, produto novo na embalagem e entrega dentro do prazo estipulado ",5,positivo
52707,Sempre compro na lannister pela pontualidade na entrega!,5,positivo
52712,Recebi o produto muito antes da data prevista para entrega. produto em perfeitas condições. ,5,positivo
52718,paguei mais caro para receber o produto na cor do anuncio que é vermelho e recebi roxo,1,negativo
52721,super rápido !!!,5,positivo
52722,Obrigada.,4,positivo
52726,Produto de boa qualidade!!,5,positivo
52728,É a primeira vez que não me entregam um produto. Fora isso nunca tive problemas com o site. Agora só espero meu dinheiro de volta.,1,negativo
52731,Perfume excelente,5,positivo
52733,Excelente produto. Recomendo a todos ,5,positivo
52735,Produto ok! Entrega ok! ,5,positivo
52740,ok,5,positivo
52742,"Recebi um produto que não consta o selo do ipi
 Que indica que o produto é original. Tbm não recebi na cx origina",1,negativo
